"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Barcode","Variant Price","Variant Grams","Variant Inventory Qty","Status"
"keralit-eindkap-hoek-uitwendig","","","","","","","Kleur","Crème","Lengte","stuk","KER-EKHK-CREM","","5.76","","10",""
"keralit-eindkap-hoek-uitwendig","","","","","","","Kleur","Diepzwart","Lengte","stuk","KER-EKHK-ZWPT","","5.76","","10",""
"keralit-schroeven-30","Keralit schroef 30 mm rvs 200 stuks","RVS schroeven 30 mm, 200 stuks. Voor Keralit gevel- en dakrandmontage.","Keralit","montage","keralit","TRUE","Kleur","RVS","Lengte","doos 200 stuks","KER-SCR-30-200","","20.55","","10","active"
"keralit-reiniger","Keralit reiniger 1 ltr.","Reiniger 1 liter voor Keralit gevel- en dakranddelen.","Keralit","montage","keralit","TRUE","Kleur","Transparant","Lengte","1 l","KER-REIN-1L","","14.99","","10","active"
"zierer-schroeven-3x40","Bevestigingsschroeven 3 × 40 mm","Schroeven 3 × 40 mm voor Zierer steenstrips en hoekstukken.","Zierer","montage","zierer","TRUE","Kleur","RVS","Lengte","doos","ZI-SCR-3X40","","21.57","","10","active"
"eurotexx-hoekprofiel-2delig","Eurotexx hoekprofiel 2-delig 6 m¹ per lengte","Tweedelig hoekprofiel 6 m voor Eurotexx potdeksel en rabat.","Eurotexx","montage","eurotexx","TRUE","Kleur","Vergrijsd eiken","Lengte","6 m","ET-HK2-VEIK","","23.68","","10","active"
"eurotexx-hoekprofiel-2delig","","","","","","","Kleur","Eiken","Lengte","6 m","ET-HK2-EIKN","","23.68","","10",""
"eurotexx-hoekprofiel-2delig","","","","","","","Kleur","Meranti","Lengte","6 m","ET-HK2-MERA","","23.68","","10",""
"eurotexx-hoekprofiel-2delig","","","","","","","Kleur","Antraciet","Lengte","6 m","ET-HK2-ANTR","","23.68","","10",""
"eurotexx-eindprofiel-19mm","Eindprofiel 19 mm inwendig 5 m¹ per lengte","Inwendig eindprofiel 19 mm, 5 m per lengte, voor Eurotexx geveldelen.","Eurotexx","montage","eurotexx","TRUE","Kleur","Vergrijsd eiken","Lengte","5 m","ET-EP19-VEIK","","35.27","","10","active"
"eurotexx-eindprofiel-19mm","","","","","","","Kleur","Eiken","Lengte","5 m","ET-EP19-EIKN","","35.27","","10",""
"eurotexx-eindprofiel-19mm","","","","","","","Kleur","Meranti","Lengte","5 m","ET-EP19-MERA","","35.27","","10",""
"eurotexx-eindprofiel-19mm","","","","","","","Kleur","Antraciet","Lengte","5 m","ET-EP19-ANTR","","35.27","","10",""
"eurotexx-stootvoeg-180","Eurotexx Stootvoegverbinding 180 mm voor Potdeksel","Stootvoeg 180 mm tussen twee Eurotexx potdekseldelen in de lengte.","Eurotexx","montage","eurotexx","TRUE","Kleur","Vergrijsd eiken","Lengte","stuk","ET-SV180-VEIK","","6.95","","10","active"
"eurotexx-stootvoeg-180","","","","","","","Kleur","Eiken","Lengte","stuk","ET-SV180-EIKN","","6.95","","10",""
"eurotexx-stootvoeg-180","","","","","","","Kleur","Meranti","Lengte","stuk","ET-SV180-MERA","","6.95","","10",""
"eurotexx-stootvoeg-180","","","","","","","Kleur","Antraciet","Lengte","stuk","ET-SV180-ANTR","","6.95","","10",""
"eurotexx-stootvoeg-332","Eurotexx stootvoegverbinding 332 mm voor Dubbel rabatdeel","Stootvoeg 332 mm voor dubbel rabat / Kerrafront 332 mm.","Eurotexx","montage","eurotexx","TRUE","Kleur","Vergrijsd eiken","Lengte","stuk","ET-SV332-VEIK","","7.99","","10","active"
"eurotexx-stootvoeg-332","","","","","","","Kleur","Eiken","Lengte","stuk","ET-SV332-EIKN","","7.99","","10",""
"eurotexx-stootvoeg-332","","","","","","","Kleur","Meranti","Lengte","stuk","ET-SV332-MERA","","7.99","","10",""
"eurotexx-stootvoeg-332","","","","","","","Kleur","Antraciet","Lengte","stuk","ET-SV332-ANTR","","7.99","","10",""
"eurotexx-ventilatie-65x17","Eurotexx ventilatie afsluitprofiel 65 × 17 mm","Ventilatie-afsluitprofiel 65 × 17 mm voor Eurotexx gevelsystemen.","Eurotexx","montage","eurotexx","TRUE","Kleur","Vergrijsd eiken","Lengte","6 m","ET-VENT65-VEIK","","28.89","","10","active"
"eurotexx-ventilatie-65x17","","","","","","","Kleur","Eiken","Lengte","6 m","ET-VENT65-EIKN","","28.89","","10",""
"eurotexx-ventilatie-65x17","","","","","","","Kleur","Meranti","Lengte","6 m","ET-VENT65-MERA","","28.89","","10",""
"eurotexx-ventilatie-65x17","","","","","","","Kleur","Antraciet","Lengte","6 m","ET-VENT65-ANTR","","28.89","","10",""
